NAME,B19013_001E,state,county
"Harding County, South Dakota",57365.0,46,063
"McPherson County, South Dakota",43804.0,46,089
"Roberts County, South Dakota",50495.0,46,109
"Sully County, South Dakota",64028.0,46,119
"Lincoln County, South Dakota",81422.0,46,083
"Lake County, South Dakota",59232.0,46,079
"Lawrence County, South Dakota",52245.0,46,081
"Codington County, South Dakota",54774.0,46,029
"Butte County, South Dakota",44387.0,46,019
"Corson County, South Dakota",35441.0,46,031
"Edmunds County, South Dakota",68551.0,46,045
"Campbell County, South Dakota",52500.0,46,021
"Bennett County, South Dakota",48348.0,46,007
"Haakon County, South Dakota",37420.0,46,055
"Jones County, South Dakota",41103.0,46,075
"Meade County, South Dakota",59218.0,46,093
"McCook County, South Dakota",62234.0,46,087
"Turner County, South Dakota",55380.0,46,125
"Brown County, South Dakota",56455.0,46,013
"Hanson County, South Dakota",63036.0,46,061
"Mellette County, South Dakota",31222.0,46,095
"Perkins County, South Dakota",56850.0,46,105
"Pennington County, South Dakota",55024.0,46,103
"Union County, South Dakota",69563.0,46,127
"Miner County, South Dakota",51394.0,46,097
"Ziebach County, South Dakota",37143.0,46,137
"Deuel County, South Dakota",57930.0,46,039
"Bon Homme County, South Dakota",54450.0,46,009
"Brule County, South Dakota",50839.0,46,015
"Fall River County, South Dakota",50837.0,46,047
"Gregory County, South Dakota",44479.0,46,053
"Oglala Lakota County, South Dakota",30347.0,46,102
"Maury County, Tennessee",54249.0,47,119
"Union County, Tennessee",41352.0,47,173
"Montgomery County, Tennessee",55972.0,47,125
"Dickson County, Tennessee",50549.0,47,043
"Morgan County, Tennessee",40166.0,47,129
"Grundy County, Tennessee",36987.0,47,061
"Monroe County, Tennessee",38327.0,47,123
"Henry County, Tennessee",40837.0,47,079
"Cocke County, Tennessee",33614.0,47,029
"Crockett County, Tennessee",42047.0,47,033
"DeKalb County, Tennessee",44134.0,47,041
"Lake County, Tennessee",34966.0,47,095
"Knox County, Tennessee",54437.0,47,093
"Lewis County, Tennessee",37139.0,47,101
"McMinn County, Tennessee",41398.0,47,107
"Marshall County, Tennessee",49370.0,47,117
"Obion County, Tennessee",39866.0,47,131
"Rhea County, Tennessee",39451.0,47,143
"Scott County, Tennessee",35453.0,47,151
"Tipton County, Tennessee",60167.0,47,167
"Anderson County, Tennessee",49376.0,47,001
"Dyer County, Tennessee",43762.0,47,045
"Fentress County, Tennessee",35084.0,47,049
"Gibson County, Tennessee",41886.0,47,053
"Hamilton County, Tennessee",53035.0,47,065
"Loudon County, Tennessee",56078.0,47,105
"Rutherford County, Tennessee",63846.0,47,149
"Smith County, Tennessee",46404.0,47,159
"Wilson County, Tennessee",71513.0,47,189
"Sullivan County, Tennessee",43442.0,47,163
"Warren County, Tennessee",37715.0,47,177
"Washington County, Tennessee",46752.0,47,179
"Benton County, Tennessee",33125.0,47,005
"Campbell County, Tennessee",38170.0,47,013
"Cannon County, Tennessee",49523.0,47,015
"Fayette County, Tennessee",59017.0,47,047
"Hancock County, Tennessee",28990.0,47,067
"Johnson County, Tennessee",34151.0,47,091
"Lincoln County, Tennessee",45736.0,47,103
"Moore County, Tennessee",52294.0,47,127
"Franklin County, Tennessee",49038.0,47,051
"Blount County, Tennessee",54140.0,47,009
"Lawrence County, Tennessee",41553.0,47,099
"Carter County, Tennessee",36589.0,47,019
"Grainger County, Tennessee",42997.0,47,057
"Lauderdale County, Tennessee",37915.0,47,097
"Marion County, Tennessee",48024.0,47,115
"Overton County, Tennessee",36558.0,47,133
"Sumner County, Tennessee",64631.0,47,165
"Trousdale County, Tennessee",52864.0,47,169
"Williamson County, Tennessee",109026.0,47,187
"Clay County, Tennessee",31487.0,47,027
"Greene County, Tennessee",40138.0,47,059
"Shelby County, Tennessee",49782.0,47,157
"Van Buren County, Tennessee",37127.0,47,175
"Henderson County, Tennessee",42430.0,47,077
"Hickman County, Tennessee",41998.0,47,081
"Jefferson County, Tennessee",47264.0,47,089
"Sequatchie County, Tennessee",51750.0,47,153
"Sevier County, Tennessee",45943.0,47,155
"Carroll County, Tennessee",40810.0,47,017
"Chester County, Tennessee",45667.0,47,023
"Davidson County, Tennessee",56507.0,47,037
"Jackson County, Tennessee",36703.0,47,087
"Perry County, Tennessee",34634.0,47,135
"Roane County, Tennessee",50003.0,47,145
"Meigs County, Tennessee",43250.0,47,121
"Hamblen County, Tennessee",42589.0,47,063
"Haywood County, Tennessee",38362.0,47,075
"Erath County, Texas",48819.0,48,143
"Brazoria County, Texas",79270.0,48,039
"Motley County, Texas",43750.0,48,345
"Donley County, Texas",43224.0,48,129
"Atascosa County, Texas",55265.0,48,013
"Coleman County, Texas",43981.0,48,083
"Nolan County, Texas",44346.0,48,353
"Hudspeth County, Texas",29318.0,48,229
"Medina County, Texas",61059.0,48,325
"Ward County, Texas",64630.0,48,475
"Henderson County, Texas",45798.0,48,213
"Harrison County, Texas",51202.0,48,203
"Menard County, Texas",40606.0,48,327
"Lamar County, Texas",43562.0,48,277
"Fayette County, Texas",56297.0,48,149
"Williamson County, Texas",83679.0,48,491
"Polk County, Texas",46182.0,48,373
"Refugio County, Texas",48112.0,48,391
"Caldwell County, Texas",52278.0,48,055
"Wilbarger County, Texas",48773.0,48,487
"Reagan County, Texas",70478.0,48,383
"Hale County, Texas",47080.0,48,189
"Shelby County, Texas",40764.0,48,419
"Runnels County, Texas",41732.0,48,399
"San Jacinto County, Texas",44658.0,48,407
"Tom Green County, Texas",51675.0,48,451
"Victoria County, Texas",55631.0,48,469
"Waller County, Texas",57654.0,48,473
"Wichita County, Texas",46575.0,48,485
"Wilson County, Texas",72445.0,48,493
"Hockley County, Texas",48116.0,48,219
"Maverick County, Texas",38035.0,48,323
"Fannin County, Texas",50761.0,48,147
"Midland County, Texas",78888.0,48,329
"Live Oak County, Texas",55766.0,48,297
"Llano County, Texas",52178.0,48,299
"Karnes County, Texas",52252.0,48,255
"Brazos County, Texas",46839.0,48,041
"Cass County, Texas",45345.0,48,067
"Gaines County, Texas",59032.0,48,165
"Gray County, Texas",47170.0,48,179
"Madison County, Texas",49428.0,48,313
"Jack County, Texas",51700.0,48,237
"Kendall County, Texas",82390.0,48,259
"Bosque County, Texas",50882.0,48,035
"Bexar County, Texas",55456.0,48,029
"Bailey County, Texas",46485.0,48,017
"Baylor County, Texas",40750.0,48,023
"Cameron County, Texas",37132.0,48,061
"Denton County, Texas",83376.0,48,121
"Washington County, Texas",56237.0,48,477
"Morris County, Texas",42961.0,48,343
"Stephens County, Texas",45336.0,48,429
"Harris County, Texas",60146.0,48,201
"Andrews County, Texas",74233.0,48,003
"Gillespie County, Texas",58325.0,48,171
"Gonzales County, Texas",53006.0,48,177
"Lynn County, Texas",43524.0,48,305
"Young County, Texas",47194.0,48,503
"Zapata County, Texas",31113.0,48,505
"Hood County, Texas",59049.0,48,221
"Hopkins County, Texas",51877.0,48,223
"Ochiltree County, Texas",49928.0,48,357
"King County, Texas",65125.0,48,269
"Knox County, Texas",46146.0,48,275
"McLennan County, Texas",48199.0,48,309
"Cherokee County, Texas",46044.0,48,073
"Concho County, Texas",43355.0,48,095
"Delta County, Texas",46138.0,48,119
"Edwards County, Texas",40313.0,48,137
"Eastland County, Texas",35325.0,48,133
"Jones County, Texas",45694.0,48,253
"Reeves County, Texas",58384.0,48,389
"Sabine County, Texas",33257.0,48,403
"Sherman County, Texas",56576.0,48,421
"Swisher County, Texas",38418.0,48,437
"Hunt County, Texas",51928.0,48,231
"Camp County, Texas",42604.0,48,063
"Hansford County, Texas",39229.0,48,195
"Guadalupe County, Texas",70931.0,48,187
"Clay County, Texas",51191.0,48,077
"Hill County, Texas",48823.0,48,217
"Nacogdoches County, Texas",43598.0,48,347
"Parmer County, Texas",54184.0,48,369
"Presidio County, Texas",27061.0,48,377
"Val Verde County, Texas",45521.0,48,465
"Ector County, Texas",60676.0,48,135
"Glasscock County, Texas",75833.0,48,173
"Grimes County, Texas",50298.0,48,185
"Collin County, Texas",94192.0,48,085
"Angelina County, Texas",47714.0,48,005
"Cottle County, Texas",34375.0,48,101
"Hays County, Texas",65935.0,48,209
"Rockwall County, Texas",94767.0,48,397
"Lipscomb County, Texas",57372.0,48,295
"Matagorda County, Texas",45500.0,48,321
"Pecos County, Texas",52282.0,48,371
"Rusk County, Texas",52329.0,48,401
"Throckmorton County, Texas",44196.0,48,447
"Walker County, Texas",41855.0,48,471
"Wood County, Texas",48534.0,48,499
"Aransas County, Texas",44865.0,48,007
"Childress County, Texas",40794.0,48,075
"Coke County, Texas",45551.0,48,081
"Coryell County, Texas",51440.0,48,099
"Hemphill County, Texas",63778.0,48,211
"Moore County, Texas",51527.0,48,341
"Navarro County, Texas",47920.0,48,349
"San Augustine County, Texas",35509.0,48,405
"Shackelford County, Texas",45187.0,48,417
"Starr County, Texas",29294.0,48,427
"Upton County, Texas",52257.0,48,461
"Bastrop County, Texas",62941.0,48,021
"Hall County, Texas",32921.0,48,191
"Franklin County, Texas",52944.0,48,159
"Frio County, Texas",42476.0,48,163
"Lampasas County, Texas",58194.0,48,281
"Mason County, Texas",40708.0,48,319
"Dickens County, Texas",41618.0,48,125
"Tarrant County, Texas",64874.0,48,439
"Anderson County, Texas",43355.0,48,001
"Jackson County, Texas",60276.0,48,239
"Milam County, Texas",47081.0,48,331
"Comanche County, Texas",47893.0,48,093
"Brooks County, Texas",27378.0,48,047
"Cass County, Iowa",48178.0,19,029
"Cherokee County, Iowa",54658.0,19,035
"Crawford County, Iowa",53609.0,19,047
"Des Moines County, Iowa",49977.0,19,057
"Fayette County, Iowa",50015.0,19,065
"Harrison County, Iowa",60063.0,19,085
"Kossuth County, Iowa",54146.0,19,109
"Mills County, Iowa",69177.0,19,129
"Monona County, Iowa",45252.0,19,133
"Muscatine County, Iowa",57348.0,19,139
"Osceola County, Iowa",58125.0,19,143
"Polk County, Iowa",66044.0,19,153
"Webster County, Iowa",44261.0,19,187
"Story County, Iowa",54554.0,19,169
"Woodbury County, Iowa",55483.0,19,193
"Black Hawk County, Iowa",52688.0,19,013
"Grundy County, Iowa",66965.0,19,075
"Jackson County, Iowa",54070.0,19,097
"Jones County, Iowa",56012.0,19,105
"Lee County, Iowa",48571.0,19,111
"Mitchell County, Iowa",55553.0,19,131
"Warren County, Iowa",74383.0,19,181
"Sac County, Iowa",54958.0,19,161
"Plymouth County, Iowa",64296.0,19,149
"Clay County, Iowa",47874.0,19,041
"Clinton County, Iowa",50156.0,19,045
"Smith County, Kansas",43438.0,20,183
"Grant County, Kansas",55455.0,20,067
"Kingman County, Kansas",58483.0,20,095
"Butler County, Kansas",63272.0,20,015
"Nemaha County, Kansas",58644.0,20,131
"Pottawatomie County, Kansas",64657.0,20,149
"Cherokee County, Kansas",41103.0,20,021
"Lincoln County, Kansas",46196.0,20,105
"Sumner County, Kansas",54915.0,20,191
"Trego County, Kansas",56810.0,20,195
"Wilson County, Kansas",46208.0,20,205
"Woodson County, Kansas",34621.0,20,207
"Ness County, Kansas",51033.0,20,135
"Osborne County, Kansas",48355.0,20,141
"Bourbon County, Kansas",40733.0,20,011
"Hamilton County, Kansas",45000.0,20,075
"Kiowa County, Kansas",51336.0,20,097
"Shawnee County, Kansas",55199.0,20,177
"Sherman County, Kansas",52847.0,20,181
"Thomas County, Kansas",57478.0,20,193
"Montgomery County, Kansas",45173.0,20,125
"Morris County, Kansas",50352.0,20,127
"Rawlins County, Kansas",48125.0,20,153
"Rooks County, Kansas",50511.0,20,163
"Clark County, Kansas",50368.0,20,025
"Ellsworth County, Kansas",48188.0,20,053
"Harper County, Kansas",49455.0,20,077
"Russell County, Kansas",52806.0,20,167
"Lyon County, Kansas",44191.0,20,111
"Pawnee County, Kansas",42853.0,20,145
"Allen County, Kansas",42679.0,20,001
"Comanche County, Kansas",56912.0,20,033
"Elk County, Kansas",38494.0,20,049
"Gove County, Kansas",48894.0,20,063
"Harvey County, Kansas",56051.0,20,079
"Hodgeman County, Kansas",53854.0,20,083
"Kearny County, Kansas",51314.0,20,093
"Stafford County, Kansas",48563.0,20,185
"McPherson County, Kansas",57765.0,20,113
"Osage County, Kansas",55036.0,20,139
"Greeley County, Kansas",51250.0,20,071
"Coffey County, Kansas",58636.0,20,031
"Crawford County, Kansas",40174.0,20,037
"Ellis County, Kansas",52700.0,20,051
"Greenwood County, Kansas",42595.0,20,073
"Labette County, Kansas",47668.0,20,099
"Linn County, Kansas",43699.0,20,107
"Sedgwick County, Kansas",54974.0,20,173
"Seward County, Kansas",47025.0,20,175
"Republic County, Kansas",48022.0,20,157
"Graham County, Kansas",40769.0,20,065
"Johnson County, Kansas",84915.0,20,091
"Douglas County, Kansas",55832.0,20,045
"Sheridan County, Kansas",56071.0,20,179
"Miami County, Kansas",69150.0,20,121
"Gray County, Kansas",64426.0,20,069
"Wallace County, Kansas",58875.0,20,199
"Stevens County, Kansas",56507.0,20,189
"Washington County, Kansas",48889.0,20,201
"Chautauqua County, Kansas",38690.0,20,019
"Morton County, Kansas",43925.0,20,129
"Reno County, Kansas",49174.0,20,155
"Cloud County, Kansas",44143.0,20,029
"Scott County, Kansas",71394.0,20,171
"Doniphan County, Kansas",49338.0,20,043
"Haskell County, Kansas",53527.0,20,081
"Lane County, Kansas",51719.0,20,101
"Neosho County, Kansas",44294.0,20,133
"Brown County, Kansas",48547.0,20,013
"Phillips County, Kansas",48272.0,20,147
"Riley County, Kansas",49910.0,20,161
"Decatur County, Kansas",44104.0,20,039
"Jefferson County, Kansas",61793.0,20,087
"Butler County, Kentucky",40061.0,21,031
"Edmonson County, Kentucky",41360.0,21,061
"Harrison County, Kentucky",49696.0,21,097
"Bracken County, Kentucky",45827.0,21,023
"Lyon County, Kentucky",50097.0,21,143
"Elliott County, Kentucky",33377.0,21,063
"Jefferson County, Kentucky",54357.0,21,111
"Larue County, Kentucky",41779.0,21,123
"Mason County, Kentucky",41415.0,21,161
"Mercer County, Kentucky",50475.0,21,167
"Robertson County, Kentucky",38864.0,21,201
"Russell County, Kentucky",36159.0,21,207
"Washington County, Kentucky",50794.0,21,229
"Ballard County, Kentucky",44350.0,21,007
"Barren County, Kentucky",40216.0,21,009
"Green County, Kentucky",37374.0,21,087
"Hancock County, Kentucky",52019.0,21,091
"Martin County, Kentucky",35125.0,21,159
"Hardin County, Kentucky",53168.0,21,093
"McLean County, Kentucky",50445.0,21,149
"Ohio County, Kentucky",42826.0,21,183
"Powell County, Kentucky",36958.0,21,197
"Webster County, Kentucky",40947.0,21,233
"Caldwell County, Kentucky",44940.0,21,033
"Casey County, Kentucky",34457.0,21,045
"Christian County, Kentucky",41235.0,21,047
"Grayson County, Kentucky",37906.0,21,085
"Henry County, Kentucky",51447.0,21,103
"Hopkins County, Kentucky",45738.0,21,107
"Jackson County, Kentucky",32143.0,21,109
"Laurel County, Kentucky",39230.0,21,125
"Marshall County, Kentucky",50731.0,21,157
"Meade County, Kentucky",57963.0,21,163
"Montgomery County, Kentucky",41974.0,21,173
"Nicholas County, Kentucky",41354.0,21,181
"Oldham County, Kentucky",97597.0,21,185
"Owen County, Kentucky",45338.0,21,187
"Rockcastle County, Kentucky",36468.0,21,203
"Scott County, Kentucky",66966.0,21,209
"Warren County, Kentucky",52007.0,21,227
"Allen County, Kentucky",40893.0,21,003
"Bourbon County, Kentucky",51462.0,21,017
"Boyd County, Kentucky",46165.0,21,019
"Bullitt County, Kentucky",60534.0,21,029
"Crittenden County, Kentucky",43169.0,21,055
"Fayette County, Kentucky",54918.0,21,067
"Fulton County, Kentucky",28559.0,21,075
"Johnson County, Kentucky",37559.0,21,115
"Menifee County, Kentucky",39905.0,21,165
"Clay County, Kentucky",26250.0,21,051
"Morgan County, Kentucky",34419.0,21,175
"Perry County, Kentucky",31046.0,21,193
"Wolfe County, Kentucky",22458.0,21,237
"Bell County, Kentucky",24628.0,21,013
"Breathitt County, Kentucky",26376.0,21,025
"Graves County, Kentucky",41615.0,21,083
"Hart County, Kentucky",37795.0,21,099
"Wayne County, Kentucky",34039.0,21,231
"Marion County, Kentucky",38544.0,21,155
"Trigg County, Kentucky",52279.0,21,221
"Boone County, Kentucky",75043.0,21,015
"Leslie County, Kentucky",30798.0,21,131
"Knox County, Kentucky",28790.0,21,121
"Lawrence County, Kentucky",31813.0,21,127
"Livingston County, Kentucky",46076.0,21,139
"Pike County, Kentucky",34081.0,21,195
"Shelby County, Kentucky",64240.0,21,211
"Anderson County, Kentucky",54160.0,21,005
"Breckinridge County, Kentucky",48189.0,21,027
"Franklin County, Kentucky",55068.0,21,073
"Kenton County, Kentucky",61606.0,21,117
"Madison County, Kentucky",48687.0,21,151
"Magoffin County, Kentucky",29516.0,21,153
"Owsley County, Kentucky",25530.0,21,189
"Simpson County, Kentucky",48311.0,21,213
"Taylor County, Kentucky",39055.0,21,217
"Todd County, Kentucky",41865.0,21,219
"Carlisle County, Kentucky",39664.0,21,039
"Clinton County, Kentucky",31115.0,21,053
"Gallatin County, Kentucky",50204.0,21,077
"Garrard County, Kentucky",49888.0,21,079
"Fleming County, Kentucky",42213.0,21,069
"Campbell County, Kentucky",59782.0,21,037
"Vermilion Parish, Louisiana",50690.0,22,113
"St. Charles Parish, Louisiana",66620.0,22,089
"Concordia Parish, Louisiana",31813.0,22,029
"Tensas Parish, Louisiana",23870.0,22,107
"St. James Parish, Louisiana",50661.0,22,093
"Grant Parish, Louisiana",40792.0,22,043
"Jefferson Parish, Louisiana",52558.0,22,051
"Bienville Parish, Louisiana",30300.0,22,013
"Bossier Parish, Louisiana",53806.0,22,015
"Cameron Parish, Louisiana",55000.0,22,023
"East Feliciana Parish, Louisiana",48129.0,22,037
"St. John the Baptist Parish, Louisiana",54821.0,22,095
"Plaquemines Parish, Louisiana",52386.0,22,075
"Ouachita Parish, Louisiana",41314.0,22,073
"Rapides Parish, Louisiana",44852.0,22,079
"Washington Parish, Louisiana",34985.0,22,117
"St. Landry Parish, Louisiana",33288.0,22,097
"Tangipahoa Parish, Louisiana",46297.0,22,105
"Acadia Parish, Louisiana",41177.0,22,001
"St. Mary Parish, Louisiana",40485.0,22,101
"West Carroll Parish, Louisiana",36528.0,22,123
"St. Tammany Parish, Louisiana",67706.0,22,103
"Union Parish, Louisiana",43083.0,22,111
"Caldwell Parish, Louisiana",32174.0,22,021
"Lafayette Parish, Louisiana",54726.0,22,055
"Caddo Parish, Louisiana",40866.0,22,017
"East Carroll Parish, Louisiana",21161.0,22,035
"Ascension Parish, Louisiana",76589.0,22,005
"Iberia Parish, Louisiana",45274.0,22,045
"St. Bernard Parish, Louisiana",46011.0,22,087
"St. Helena Parish, Louisiana",39895.0,22,091
"West Baton Rouge Parish, Louisiana",60908.0,22,121
"De Soto Parish, Louisiana",44230.0,22,031
"Red River Parish, Louisiana",33446.0,22,081
"Livingston Parish, Louisiana",63159.0,22,063
"Natchitoches Parish, Louisiana",27795.0,22,069
"Orleans Parish, Louisiana",39576.0,22,071
"Catahoula Parish, Louisiana",38854.0,22,025
"Calcasieu Parish, Louisiana",49452.0,22,019
"Franklin Parish, Louisiana",35466.0,22,041
"Assumption Parish, Louisiana",44744.0,22,007
"Jackson Parish, Louisiana",38523.0,22,049
"Richland Parish, Louisiana",34422.0,22,083
"St. Martin Parish, Louisiana",47974.0,22,099
"Winn Parish, Louisiana",35398.0,22,127
"East Baton Rouge Parish, Louisiana",52719.0,22,033
"Allen Parish, Louisiana",41009.0,22,003
"Madison Parish, Louisiana",27810.0,22,065
"Oxford County, Maine",47275.0,23,017
"Waldo County, Maine",51564.0,23,027
"Penobscot County, Maine",49374.0,23,019
"Androscoggin County, Maine",51412.0,23,001
"Aroostook County, Maine",39824.0,23,003
"Cumberland County, Maine",69708.0,23,005
"Knox County, Maine",55402.0,23,013
"York County, Maine",65538.0,23,031
"Franklin County, Maine",48053.0,23,007
"Somerset County, Maine",42491.0,23,025
"Worcester County, Maryland",61145.0,24,047
"Baltimore city, Maryland",48840.0,24,510
"Talbot County, Maryland",67204.0,24,041
"Harford County, Maryland",85942.0,24,025
"Howard County, Maryland",117730.0,24,027
"Anne Arundel County, Maryland",97810.0,24,003
"Baltimore County, Maryland",74127.0,24,005
"Calvert County, Maryland",104301.0,24,009
"Garrett County, Maryland",49619.0,24,023
"Montgomery County, Maryland",106287.0,24,031
"Carroll County, Maryland",93363.0,24,013
"Queen Anne's County, Maryland",92167.0,24,035
"St. Mary's County, Maryland",90438.0,24,037
"Charles County, Maryland",95924.0,24,017
"Dorchester County, Maryland",52145.0,24,019
"Washington County, Maryland",59719.0,24,043
"Wicomico County, Maryland",56608.0,24,045
"Cecil County, Maryland",72845.0,24,015
"Caroline County, Maryland",54956.0,24,011
"Suffolk County, Massachusetts",64582.0,25,025
"Barnstable County, Massachusetts",70621.0,25,001
"Dukes County, Massachusetts",71224.0,25,007
"Middlesex County, Massachusetts",97012.0,25,017
"Berkshire County, Massachusetts",56674.0,25,003
"Essex County, Massachusetts",75878.0,25,009
"Bristol County, Massachusetts",66157.0,25,005
"Hampden County, Massachusetts",53403.0,25,013
"Plymouth County, Massachusetts",85654.0,25,023
"Franklin County, Massachusetts",59522.0,25,011
"Norfolk County, Massachusetts",99511.0,25,021
"Hampshire County, Massachusetts",67044.0,25,015
"Nantucket County, Massachusetts",105171.0,25,019
"Monroe County, Michigan",61514.0,26,115
"Allegan County, Michigan",59883.0,26,005
"Hillsdale County, Michigan",48392.0,26,059
"Alger County, Michigan",46007.0,26,003
"Oceana County, Michigan",46217.0,26,127
"Leelanau County, Michigan",63831.0,26,089
"Clare County, Michigan",37369.0,26,035
"Keweenaw County, Michigan",49779.0,26,083
"Isabella County, Michigan",44408.0,26,073
"Ottawa County, Michigan",67468.0,26,139
"Tuscola County, Michigan",47694.0,26,157
"Alpena County, Michigan",41991.0,26,007
"Ionia County, Michigan",54343.0,26,067
"Midland County, Michigan",59271.0,26,111
"Berrien County, Michigan",49135.0,26,021
"Oscoda County, Michigan",40255.0,26,135
"Crawford County, Michigan",47443.0,26,039
"Clinton County, Michigan",67482.0,26,037
"Gratiot County, Michigan",44991.0,26,057
"Huron County, Michigan",46320.0,26,063
"Lenawee County, Michigan",53972.0,26,091
"Mason County, Michigan",49663.0,26,105
"Montcalm County, Michigan",47000.0,26,117
"St. Joseph County, Michigan",50117.0,26,149
"St. Clair County, Michigan",55240.0,26,147
"Washtenaw County, Michigan",69434.0,26,161
"Arenac County, Michigan",40769.0,26,011
"Cass County, Michigan",53571.0,26,027
"Iron County, Michigan",38918.0,26,071
"Roscommon County, Michigan",40302.0,26,143
"Wayne County, Michigan",45321.0,26,163
"Branch County, Michigan",50536.0,26,023
"Jackson County, Michigan",51431.0,26,075
"Mackinac County, Michigan",46507.0,26,097
"Antrim County, Michigan",52589.0,26,009
"Houghton County, Michigan",42852.0,26,061
"Iosco County, Michigan",42102.0,26,069
"Lake County, Michigan",34631.0,26,085
"Montmorency County, Michigan",42305.0,26,119
"Presque Isle County, Michigan",46439.0,26,141
"Kalamazoo County, Michigan",54431.0,26,077
"Mecosta County, Michigan",44460.0,26,107
"Marquette County, Michigan",50771.0,26,103
"Newaygo County, Michigan",46724.0,26,123
"Osceola County, Michigan",42689.0,26,133
"Otsego County, Michigan",52645.0,26,137
"Calhoun County, Michigan",47426.0,26,025
"Cheboygan County, Michigan",46161.0,26,031
"Luce County, Michigan",42255.0,26,095
"Kent County, Michigan",60351.0,26,081
"Macomb County, Michigan",60466.0,26,099
"Bay County, Michigan",48005.0,26,017
"Saginaw County, Michigan",46919.0,26,145
"Shiawassee County, Michigan",54742.0,26,155
"Baraga County, Michigan",42444.0,26,013
"Charlevoix County, Michigan",53207.0,26,029
"Eaton County, Michigan",62474.0,26,045
"Delta County, Michigan",46490.0,26,041
"Gogebic County, Michigan",38798.0,26,053
"Emmet County, Michigan",54055.0,26,047
"Woodruff County, Arkansas",31023.0,05,147
"Cleburne County, Arkansas",43391.0,05,023
"Cleveland County, Arkansas",42460.0,05,025
"Jackson County, Arkansas",33174.0,05,067
"Hempstead County, Arkansas",41355.0,05,057
"Sharp County, Arkansas",33708.0,05,135
"Stone County, Arkansas",36162.0,05,137
"Washington County, Arkansas",49629.0,05,143
"Baxter County, Arkansas",41481.0,05,005
"Ashley County, Arkansas",39635.0,05,003
"Craighead County, Arkansas",45868.0,05,031
"Greene County, Arkansas",47497.0,05,055
"Lafayette County, Arkansas",32412.0,05,073
"Perry County, Arkansas",46071.0,05,105
"Phillips County, Arkansas",29263.0,05,107
"Poinsett County, Arkansas",39277.0,05,111
"Sevier County, Arkansas",46667.0,05,133
"Yell County, Arkansas",42361.0,05,149
"Calhoun County, Arkansas",44022.0,05,013
"Clark County, Arkansas",39752.0,05,019
"Bradley County, Arkansas",39510.0,05,011
"Monroe County, Arkansas",35190.0,05,095
"Polk County, Arkansas",37035.0,05,113
"Ouachita County, Arkansas",34887.0,05,103
"Newton County, Arkansas",39896.0,05,101
"Little River County, Arkansas",45388.0,05,081
"Carroll County, Arkansas",43505.0,05,015
"Miller County, Arkansas",41903.0,05,091
"Lake County, California",42475.0,06,033
"Mariposa County, California",51199.0,06,043
"Yuba County, California",52624.0,06,115
"Contra Costa County, California",93712.0,06,013
"Lassen County, California",56362.0,06,035
"Santa Barbara County, California",71657.0,06,083
"Sonoma County, California",76753.0,06,097
"Imperial County, California",45834.0,06,025
"Mono County, California",63018.0,06,051
"Alameda County, California",92574.0,06,001
"Sacramento County, California",63902.0,06,067
"Napa County, California",84753.0,06,055
"Monterey County, California",66676.0,06,053
"Sierra County, California",48125.0,06,091
"San Diego County, California",74855.0,06,073
"Yolo County, California",65923.0,06,113
"Humboldt County, California",45528.0,06,023
"Alpine County, California",64688.0,06,003
"Mendocino County, California",49233.0,06,045
"Santa Cruz County, California",78041.0,06,087
"Los Angeles County, California",64251.0,06,037
"Riverside County, California",63948.0,06,065
"Santa Clara County, California",116178.0,06,085
"Marin County, California",110217.0,06,041
"Siskiyou County, California",44200.0,06,093
"Shasta County, California",50905.0,06,089
"Del Norte County, California",45258.0,06,015
"San Luis Obispo County, California",70699.0,06,079
"Glenn County, California",47395.0,06,021
"Butte County, California",48443.0,06,007
"Plumas County, California",53270.0,06,063
"Kern County, California",52479.0,06,029
"Orange County, California",85398.0,06,059
"Calaveras County, California",58151.0,06,009
"Sutter County, California",56955.0,06,101
"San Mateo County, California",113776.0,06,081
"Tuolumne County, California",56493.0,06,109
"San Joaquin County, California",61145.0,06,077
"Amador County, California",61198.0,06,005
"Phillips County, Colorado",50724.0,08,095
"Archuleta County, Colorado",50753.0,08,007
"Denver County, Colorado",63793.0,08,031
"Kiowa County, Colorado",39784.0,08,061
"Huerfano County, Colorado",36705.0,08,055
"Baca County, Colorado",37500.0,08,009
"Chaffee County, Colorado",54580.0,08,015
"Gilpin County, Colorado",75120.0,08,047
"Kit Carson County, Colorado",51046.0,08,063
"Garfield County, Colorado",72898.0,08,045
"Gunnison County, Colorado",54979.0,08,051
"Jefferson County, Colorado",78943.0,08,059
"Mineral County, Colorado",61058.0,08,079
"Ouray County, Colorado",62230.0,08,091
"Rio Blanco County, Colorado",55543.0,08,103
"Sedgwick County, Colorado",45188.0,08,115
"Conejos County, Colorado",34746.0,08,021
"Costilla County, Colorado",30593.0,08,023
"Adams County, Colorado",67575.0,08,001
"Eagle County, Colorado",84685.0,08,037
"Lake County, Colorado",46918.0,08,065
"Moffat County, Colorado",52807.0,08,081
"Pitkin County, Colorado",71244.0,08,097
"Cheyenne County, Colorado",55227.0,08,017
"Crowley County, Colorado",37586.0,08,025
"Dolores County, Colorado",41714.0,08,033
"Jackson County, Colorado",48828.0,08,057
"Larimer County, Colorado",67664.0,08,069
"Montezuma County, Colorado",46797.0,08,083
"San Miguel County, Colorado",64478.0,08,113
"Boulder County, Colorado",78642.0,08,013
