NAME,B19013_001E,state,county
"Chittenden County, Vermont",69896.0,50,007
"Lamoille County, Vermont",60365.0,50,015
"Windsor County, Vermont",58303.0,50,027
"Caledonia County, Vermont",49348.0,50,005
"Tazewell County, Virginia",40978.0,51,185
"Windham County, Vermont",52659.0,50,025
"Addison County, Vermont",65093.0,50,001
"Washington County, Vermont",62108.0,50,023
"Falls Church city, Virginia",124796.0,51,610
"Manassas Park city, Virginia",80667.0,51,685
"Poquoson city, Virginia",96831.0,51,735
"Sussex County, Virginia",45801.0,51,183
"Waynesboro city, Virginia",45738.0,51,820
"Roanoke city, Virginia",43028.0,51,770
"Salem city, Virginia",57185.0,51,775
"Norfolk city, Virginia",49146.0,51,710
"Charlotte County, Virginia",39212.0,51,037
"Fairfax County, Virginia",121133.0,51,059
"Greensville County, Virginia",44534.0,51,081
"James City County, Virginia",83048.0,51,095
"Russell County, Virginia",39482.0,51,167
"Smyth County, Virginia",40425.0,51,173
"Lexington city, Virginia",36466.0,51,678
"Campbell County, Virginia",50258.0,51,031
"Henry County, Virginia",36683.0,51,089
"King George County, Virginia",87321.0,51,099
"Lancaster County, Virginia",50739.0,51,103
"Lee County, Virginia",32718.0,51,105
"Mathews County, Virginia",67009.0,51,115
"Middlesex County, Virginia",51917.0,51,119
"Prince George County, Virginia",67001.0,51,149
"Rockingham County, Virginia",59817.0,51,165
"Scott County, Virginia",39144.0,51,169
"Surry County, Virginia",54844.0,51,181
"Appomattox County, Virginia",56176.0,51,011
"Franklin County, Virginia",52639.0,51,067
"King and Queen County, Virginia",54516.0,51,097
"Montgomery County, Virginia",54641.0,51,121
"New Kent County, Virginia",79698.0,51,127
"Cumberland County, Virginia",46221.0,51,049
"Goochland County, Virginia",89741.0,51,075
"Halifax County, Virginia",42289.0,51,083
"Madison County, Virginia",54197.0,51,113
"Prince William County, Virginia",103445.0,51,153
"Southampton County, Virginia",54611.0,51,175
"Highland County, Virginia",46147.0,51,091
"Brunswick County, Virginia",41927.0,51,025
"Caroline County, Virginia",64715.0,51,033
"Gloucester County, Virginia",66701.0,51,073
"Northampton County, Virginia",43553.0,51,131
"Patrick County, Virginia",40486.0,51,141
"Powhatan County, Virginia",83914.0,51,145
"Rockbridge County, Virginia",54805.0,51,163
"Shenandoah County, Virginia",54921.0,51,171
"Fauquier County, Virginia",97469.0,51,061
"Charles City County, Virginia",59192.0,51,036
"Culpeper County, Virginia",73116.0,51,047
"Dinwiddie County, Virginia",55880.0,51,053
"Greene County, Virginia",64979.0,51,079
"Hanover County, Virginia",88652.0,51,085
"Lunenburg County, Virginia",41868.0,51,111
"Orange County, Virginia",68481.0,51,137
"Harrisonburg city, Virginia",43893.0,51,660
"Emporia city, Virginia",30857.0,51,595
"Wythe County, Virginia",48043.0,51,197
"Chesapeake city, Virginia",75790.0,51,550
"Albemarle County, Virginia",75394.0,51,003
"Bedford County, Virginia",61541.0,51,019
"Botetourt County, Virginia",68410.0,51,023
"Wise County, Virginia",38345.0,51,195
"Bristol city, Virginia",37904.0,51,520
"Portsmouth city, Virginia",50224.0,51,740
"Williamsburg city, Virginia",56163.0,51,830
"Alleghany County, Virginia",47794.0,51,005
"Carroll County, Virginia",43532.0,51,035
"Washington County, Virginia",46262.0,51,191
"Northumberland County, Virginia",58677.0,51,133
"Page County, Virginia",47951.0,51,139
"Warren County, Virginia",68189.0,51,187
"Alexandria city, Virginia",96733.0,51,510
"Fredericksburg city, Virginia",63274.0,51,630
"Hampton city, Virginia",54550.0,51,650
"Arlington County, Virginia",117374.0,51,013
"Hopewell city, Virginia",40497.0,51,670
"Buchanan County, Virginia",30806.0,51,027
"Frederick County, Virginia",73250.0,51,069
"Stafford County, Virginia",106773.0,51,179
"York County, Virginia",90367.0,51,199
"Richmond city, Virginia",45117.0,51,760
"Nelson County, Virginia",62446.0,51,125
"Pittsylvania County, Virginia",45382.0,51,143
"Norton city, Virginia",28071.0,51,720
"Fluvanna County, Virginia",74931.0,51,065
"Amelia County, Virginia",58526.0,51,007
"Winchester city, Virginia",53797.0,51,840
"Accomack County, Virginia",43210.0,51,001
"Floyd County, Virginia",49729.0,51,063
"Grayson County, Virginia",33969.0,51,077
"Nottoway County, Virginia",42869.0,51,135
"Harrison County, West Virginia",50433.0,54,033
"Ohio County, West Virginia",48418.0,54,069
"Calhoun County, West Virginia",37610.0,54,013
"Morgan County, West Virginia",50661.0,54,065
"Raleigh County, West Virginia",42296.0,54,081
"Braxton County, West Virginia",42213.0,54,007
"Barbour County, West Virginia",39580.0,54,001
"McDowell County, West Virginia",26547.0,54,047
"Wayne County, West Virginia",36875.0,54,099
"Wyoming County, West Virginia",40045.0,54,109
"Jackson County, West Virginia",44783.0,54,035
"Mercer County, West Virginia",39372.0,54,055
"Upshur County, West Virginia",40401.0,54,097
"Webster County, West Virginia",34312.0,54,101
"Berkeley County, West Virginia",60615.0,54,003
"Fayette County, West Virginia",40379.0,54,019
"Grant County, West Virginia",41071.0,54,023
"Hampshire County, West Virginia",40099.0,54,027
"Summers County, West Virginia",36049.0,54,089
"Brooke County, West Virginia",49772.0,54,009
"Doddridge County, West Virginia",46449.0,54,017
"Mineral County, West Virginia",46354.0,54,057
"Greenbrier County, West Virginia",39038.0,54,025
"Hardy County, West Virginia",47186.0,54,031
"Marion County, West Virginia",48605.0,54,049
"Mingo County, West Virginia",31305.0,54,059
"Hancock County, West Virginia",45580.0,54,029
"Lewis County, West Virginia",39423.0,54,041
"Nicholas County, West Virginia",38468.0,54,067
"Pocahontas County, West Virginia",39702.0,54,075
"Tyler County, West Virginia",41108.0,54,095
"Randolph County, West Virginia",41094.0,54,083
"Taylor County, West Virginia",47205.0,54,091
"Wirt County, West Virginia",40189.0,54,105
"Clay County, West Virginia",35875.0,54,015
"Gilmer County, West Virginia",35810.0,54,021
"Monongalia County, West Virginia",49926.0,54,061
"Monroe County, West Virginia",36493.0,54,063
"Wetzel County, West Virginia",42125.0,54,103
"Cabell County, West Virginia",38321.0,54,011
"Kanawha County, West Virginia",45426.0,54,039
"Pendleton County, West Virginia",41210.0,54,071
"Preston County, West Virginia",48317.0,54,077
"Kitsap County, Washington",71610.0,53,035
"King County, Washington",89418.0,53,033
"Pend Oreille County, Washington",48583.0,53,051
"San Juan County, Washington",60711.0,53,055
"Whitman County, Washington",42163.0,53,075
"Yakima County, Washington",49871.0,53,077
"Cowlitz County, Washington",51752.0,53,015
"Ferry County, Washington",41924.0,53,019
"Lewis County, Washington",50216.0,53,041
"Grays Harbor County, Washington",47770.0,53,027
"Island County, Washington",64809.0,53,029
"Wahkiakum County, Washington",54085.0,53,069
"Franklin County, Washington",62002.0,53,021
"Grant County, Washington",54982.0,53,025
"Whatcom County, Washington",59285.0,53,073
"Okanogan County, Washington",45808.0,53,047
"Kittitas County, Washington",55193.0,53,037
"Benton County, Washington",65650.0,53,005
"Columbia County, Washington",51111.0,53,013
"Asotin County, Washington",50423.0,53,003
"Garfield County, Washington",52525.0,53,023
"Mason County, Washington",55726.0,53,045
"Stevens County, Washington",49200.0,53,065
"Spokane County, Washington",54852.0,53,063
"Chelan County, Washington",56135.0,53,007
"Rock County, Wisconsin",55832.0,55,105
"Waushara County, Wisconsin",51195.0,55,137
"Adams County, Wisconsin",43280.0,55,001
"Bayfield County, Wisconsin",52910.0,55,007
"Lafayette County, Wisconsin",59629.0,55,065
"Monroe County, Wisconsin",58178.0,55,081
"Pierce County, Wisconsin",72111.0,55,093
"Wood County, Wisconsin",53473.0,55,141
"Ashland County, Wisconsin",43861.0,55,003
"Calumet County, Wisconsin",72530.0,55,015
"Florence County, Wisconsin",49128.0,55,037
"Clark County, Wisconsin",51872.0,55,019
"Jefferson County, Wisconsin",63676.0,55,055
"Kenosha County, Wisconsin",60929.0,55,059
"Iron County, Wisconsin",40801.0,55,051
"St. Croix County, Wisconsin",81124.0,55,109
"Oconto County, Wisconsin",57105.0,55,083
"Lincoln County, Wisconsin",56086.0,55,069
"Waupaca County, Wisconsin",57680.0,55,135
"Barron County, Wisconsin",50903.0,55,005
"Sawyer County, Wisconsin",44555.0,55,113
"Green Lake County, Wisconsin",53260.0,55,047
"Marquette County, Wisconsin",49586.0,55,077
"Marinette County, Wisconsin",47497.0,55,075
"Racine County, Wisconsin",59749.0,55,101
"Winnebago County, Wisconsin",57124.0,55,139
"Forest County, Wisconsin",44313.0,55,041
"Grant County, Wisconsin",52958.0,55,043
"Rusk County, Wisconsin",44302.0,55,107
"Sheboygan County, Wisconsin",58943.0,55,117
"Langlade County, Wisconsin",46557.0,55,067
"Outagamie County, Wisconsin",63536.0,55,087
"Vernon County, Wisconsin",50905.0,55,123
"Columbia County, Wisconsin",65348.0,55,021
"Kewaunee County, Wisconsin",63118.0,55,061
"Brown County, Wisconsin",59963.0,55,009
"Marathon County, Wisconsin",59543.0,55,073
"Oneida County, Wisconsin",54198.0,55,085
"Trempealeau County, Wisconsin",55865.0,55,121
"Washburn County, Wisconsin",48422.0,55,129
"Dodge County, Wisconsin",58870.0,55,027
"Walworth County, Wisconsin",61106.0,55,127
"Crawford County, Wisconsin",48853.0,55,023
"Manitowoc County, Wisconsin",53489.0,55,071
"Sauk County, Wisconsin",56732.0,55,111
"Burnett County, Wisconsin",49982.0,55,013
"Chippewa County, Wisconsin",57288.0,55,017
"Door County, Wisconsin",58287.0,55,029
"Douglas County, Wisconsin",52480.0,55,031
"Jackson County, Wisconsin",52984.0,55,053
"Iowa County, Wisconsin",62785.0,55,049
"Ozaukee County, Wisconsin",82807.0,55,089
"Richland County, Wisconsin",51335.0,55,103
"Campbell County, Wyoming",79916.0,56,005
"Johnson County, Wyoming",55991.0,56,019
"Natrona County, Wyoming",60550.0,56,025
"Converse County, Wyoming",63923.0,56,009
"Niobrara County, Wyoming",39359.0,56,027
"Teton County, Wyoming",83831.0,56,039
"Sweetwater County, Wyoming",73008.0,56,037
"Platte County, Wyoming",47096.0,56,031
"Park County, Wyoming",62666.0,56,029
"Sheridan County, Wyoming",58521.0,56,033
"Big Horn County, Wyoming",53435.0,56,003
"Crook County, Wyoming",64055.0,56,011
"Albany County, Wyoming",46865.0,56,001
"Carbon County, Wyoming",60206.0,56,007
"Goshen County, Wyoming",49774.0,56,015
"Uinta County, Wyoming",58235.0,56,041
"Washakie County, Wyoming",53426.0,56,043
"Hot Springs County, Wyoming",51875.0,56,017
"Fremont County, Wyoming",54242.0,56,013
"Sublette County, Wyoming",78680.0,56,035
"Weston County, Wyoming",52867.0,56,045
"Hatillo Municipio, Puerto Rico",17201.0,72,065
"Humacao Municipio, Puerto Rico",19880.0,72,069
"Morovis Municipio, Puerto Rico",20589.0,72,101
"Mayag�ez Municipio, Puerto Rico",14120.0,72,097
"Trujillo Alto Municipio, Puerto Rico",31193.0,72,139
"Quebradillas Municipio, Puerto Rico",16630.0,72,115
"Moca Municipio, Puerto Rico",14155.0,72,099
"Culebra Municipio, Puerto Rico",23802.0,72,049
"Salinas Municipio, Puerto Rico",16887.0,72,123
"Barceloneta Municipio, Puerto Rico",16889.0,72,017
"Yauco Municipio, Puerto Rico",14954.0,72,153
"Guaynabo Municipio, Puerto Rico",33937.0,72,061
"Cabo Rojo Municipio, Puerto Rico",16080.0,72,023
"Fajardo Municipio, Puerto Rico",19068.0,72,053
"Patillas Municipio, Puerto Rico",15761.0,72,109
"Rinc�n Municipio, Puerto Rico",21591.0,72,117
"Aguas Buenas Municipio, Puerto Rico",17255.0,72,007
"Bayam�n Municipio, Puerto Rico",26017.0,72,021
"Cayey Municipio, Puerto Rico",21320.0,72,035
"Maunabo Municipio, Puerto Rico",19788.0,72,095
"Pe�uelas Municipio, Puerto Rico",17592.0,72,111
"San Sebasti�n Municipio, Puerto Rico",14812.0,72,131
"Toa Alta Municipio, Puerto Rico",28863.0,72,135
"Vieques Municipio, Puerto Rico",15539.0,72,147
"Yabucoa Municipio, Puerto Rico",16013.0,72,151
"Caguas Municipio, Puerto Rico",25006.0,72,025
"Can�vanas Municipio, Puerto Rico",20673.0,72,029
"Coamo Municipio, Puerto Rico",19833.0,72,043
"Dorado Municipio, Puerto Rico",29667.0,72,051
"Barranquitas Municipio, Puerto Rico",15970.0,72,019
"Orocovis Municipio, Puerto Rico",13319.0,72,107
"A�asco Municipio, Puerto Rico",19379.0,72,011
"Ceiba Municipio, Puerto Rico",19103.0,72,037
"Comer�o Municipio, Puerto Rico",12812.0,72,045
"Isabela Municipio, Puerto Rico",16748.0,72,071
"Lares Municipio, Puerto Rico",14540.0,72,081
"Las Piedras Municipio, Puerto Rico",21792.0,72,085
"San Juan Municipio, Puerto Rico",22146.0,72,127
"Vega Alta Municipio, Puerto Rico",18895.0,72,143
"Maricao Municipio, Puerto Rico",13262.0,72,093
"Aibonito Municipio, Puerto Rico",19720.0,72,009
"Juncos Municipio, Puerto Rico",18969.0,72,077
"Sabana Grande Municipio, Puerto Rico",16846.0,72,121
"Hormigueros Municipio, Puerto Rico",19394.0,72,067
"Adjuntas Municipio, Puerto Rico",12902.0,72,001
"Camuy Municipio, Puerto Rico",16831.0,72,027
"Gu�nica Municipio, Puerto Rico",13242.0,72,055
"Manat� Municipio, Puerto Rico",19459.0,72,091
"Naguabo Municipio, Puerto Rico",19356.0,72,103
"Naranjito Municipio, Puerto Rico",19332.0,72,105
"San Germ�n Municipio, Puerto Rico",15619.0,72,125
"Utuado Municipio, Puerto Rico",16533.0,72,141
"Arecibo Municipio, Puerto Rico",18001.0,72,013
"Arroyo Municipio, Puerto Rico",16976.0,72,015
"Cata�o Municipio, Puerto Rico",18253.0,72,033
"Florida Municipio, Puerto Rico",20315.0,72,054
"Monroe County, Alabama",30141.0,01,099
"Lawrence County, Alabama",44515.0,01,079
"Lee County, Alabama",48056.0,01,081
"Pickens County, Alabama",37458.0,01,107
"Sumter County, Alabama",23132.0,01,119
"Choctaw County, Alabama",34884.0,01,023
"Marengo County, Alabama",32809.0,01,091
"Russell County, Alabama",40978.0,01,113
"Covington County, Alabama",40601.0,01,039
"Crenshaw County, Alabama",39812.0,01,041
"Lauderdale County, Alabama",46265.0,01,077
"Lowndes County, Alabama",30833.0,01,085
"Limestone County, Alabama",56460.0,01,083
"St. Clair County, Alabama",54887.0,01,115
"Winston County, Alabama",38504.0,01,133
"Cullman County, Alabama",42558.0,01,043
"Elmore County, Alabama",59347.0,01,051
"Jackson County, Alabama",39816.0,01,071
"Talladega County, Alabama",41012.0,01,121
"Washington County, Alabama",40794.0,01,129
"Coffee County, Alabama",53155.0,01,031
"Morgan County, Alabama",49751.0,01,103
"Chilton County, Alabama",45182.0,01,021
"Colbert County, Alabama",47558.0,01,033
"Dale County, Alabama",45960.0,01,045
"Etowah County, Alabama",44023.0,01,055
"DeKalb County, Alabama",39233.0,01,049
"Lamar County, Alabama",36756.0,01,075
"Randolph County, Alabama",41449.0,01,111
"Mobile County, Alabama",46166.0,01,097
"Walker County, Alabama",41748.0,01,127
"Cleburne County, Alabama",40188.0,01,029
"Greene County, Alabama",21804.0,01,063
"Barbour County, Alabama",34186.0,01,005
"Bullock County, Alabama",32152.0,01,011
"Calhoun County, Alabama",45197.0,01,015
"Clarke County, Alabama",36127.0,01,025
"Montgomery County, Alabama",47990.0,01,101
"Marshall County, Alabama",42490.0,01,095
"Henry County, Alabama",48610.0,01,067
"Madison County, Alabama",63417.0,01,089
"Tallapoosa County, Alabama",43361.0,01,123
"Aleutians West Census Area, Alaska",85517.0,02,016
"Wilcox County, Alabama",27237.0,01,131
"Denali Borough, Alaska",84196.0,02,068
"Kenai Peninsula Borough, Alaska",66684.0,02,122
"Bristol Bay Borough, Alaska",84688.0,02,060
"Kodiak Island Borough, Alaska",78281.0,02,150
"Northwest Arctic Borough, Alaska",62949.0,02,188
"Bethel Census Area, Alaska",54212.0,02,050
"North Slope Borough, Alaska",75431.0,02,185
"Sitka City and Borough, Alaska",71534.0,02,220
"Fairbanks North Star Borough, Alaska",77095.0,02,090
"Ketchikan Gateway Borough, Alaska",70356.0,02,130
"Matanuska-Susitna Borough, Alaska",75905.0,02,170
"Nome Census Area, Alaska",58987.0,02,180
"Dillingham Census Area, Alaska",58750.0,02,070
"Haines Borough, Alaska",64342.0,02,100
"Yakutat City and Borough, Alaska",65833.0,02,282
"Juneau City and Borough, Alaska",88213.0,02,110
"Lake and Peninsula Borough, Alaska",46406.0,02,164
"Southeast Fairbanks Census Area, Alaska",71541.0,02,240
"Yukon-Koyukuk Census Area, Alaska",40000.0,02,290
"Anchorage Municipality, Alaska",83280.0,02,020
"Aleutians East Borough, Alaska",69706.0,02,013
"Skagway Municipality, Alaska",72237.0,02,230
"Prince of Wales-Hyder Census Area, Alaska",54191.0,02,198
"Petersburg Borough, Alaska",66907.0,02,195
"Kusilvak Census Area, Alaska",35539.0,02,158
"Maricopa County, Arizona",61606.0,04,013
"Graham County, Arizona",51352.0,04,009
"Santa Cruz County, Arizona",40467.0,04,023
"La Paz County, Arizona",33333.0,04,012
"Mohave County, Arizona",43266.0,04,015
"Coconino County, Arizona",57616.0,04,005
"Yuma County, Arizona",44058.0,04,027
"Greenlee County, Arizona",60962.0,04,011
"Pinal County, Arizona",55550.0,04,021
"St. Francis County, Arkansas",35356.0,05,123
"White County, Arkansas",43822.0,05,145
"Nevada County, Arkansas",37635.0,05,099
"Cross County, Arkansas",43838.0,05,037
"Drew County, Arkansas",43014.0,05,043
"Columbia County, Arkansas",36148.0,05,027
"Saline County, Arkansas",62152.0,05,125
"Van Buren County, Arkansas",36897.0,05,141
"Izard County, Arkansas",40218.0,05,065
"Lincoln County, Arkansas",45166.0,05,079
"Logan County, Arkansas",39748.0,05,083
"Crittenden County, Arkansas",39002.0,05,035
"Franklin County, Arkansas",39463.0,05,047
"Pike County, Arkansas",37406.0,05,109
"Jefferson County, Arkansas",38289.0,05,069
"Montgomery County, Arkansas",37855.0,05,097
"Scott County, Arkansas",35509.0,05,127
"Sebastian County, Arkansas",43240.0,05,131
"Benton County, Arkansas",64141.0,05,007
"Chicot County, Arkansas",33051.0,05,017
"Johnson County, Arkansas",37170.0,05,071
"Lee County, Arkansas",28367.0,05,077
"Pope County, Arkansas",41914.0,05,115
"Desha County, Arkansas",30234.0,05,041
"Fulton County, Arkansas",36184.0,05,049
"Garland County, Arkansas",43146.0,05,051
"Prairie County, Arkansas",41846.0,05,117
"Van Wert County, Ohio",52754.0,39,161
"Washington County, Ohio",48572.0,39,167
"Williams County, Ohio",49491.0,39,171
"Auglaize County, Ohio",61758.0,39,011
"Columbiana County, Ohio",46306.0,39,029
"Darke County, Ohio",52691.0,39,037
"Ottawa County, Ohio",57918.0,39,123
"Fulton County, Ohio",60231.0,39,051
"Hardin County, Ohio",48773.0,39,065
"Jackson County, Ohio",45340.0,39,079
"Lucas County, Ohio",46924.0,39,095
"Morrow County, Ohio",56010.0,39,117
"Noble County, Ohio",47456.0,39,121
"Preble County, Ohio",55374.0,39,135
"Seneca County, Ohio",49936.0,39,147
"Stark County, Ohio",52190.0,39,151
"Allen County, Ohio",50552.0,39,003
"Coshocton County, Ohio",44491.0,39,031
"Crawford County, Ohio",42892.0,39,033
"Delaware County, Ohio",104322.0,39,041
"Guernsey County, Ohio",43975.0,39,059
"Hocking County, Ohio",50000.0,39,073
"Mercer County, Ohio",59417.0,39,107
"Ross County, Ohio",48403.0,39,141
"Cuyahoga County, Ohio",48435.0,39,035
"Lorain County, Ohio",56965.0,39,093
"Miami County, Ohio",57544.0,39,109
"Montgomery County, Ohio",49314.0,39,113
"Trumbull County, Ohio",45975.0,39,155
"Wood County, Ohio",59789.0,39,173
"Ashtabula County, Ohio",44823.0,39,007
"Adair County, Oklahoma",32986.0,40,001
"Stephens County, Oklahoma",46166.0,40,137
"Cimarron County, Oklahoma",46071.0,40,025
"Carter County, Oklahoma",49216.0,40,019
"Grant County, Oklahoma",56287.0,40,053
"Greer County, Oklahoma",38322.0,40,055
"McClain County, Oklahoma",64492.0,40,087
"McIntosh County, Oklahoma",37086.0,40,091
"Murray County, Oklahoma",51490.0,40,099
"Noble County, Oklahoma",53253.0,40,103
"Ottawa County, Oklahoma",39070.0,40,115
"Sequoyah County, Oklahoma",38328.0,40,135
"Wagoner County, Oklahoma",61566.0,40,145
"Woods County, Oklahoma",56899.0,40,151
"Caddo County, Oklahoma",44588.0,40,015
"Muskogee County, Oklahoma",42689.0,40,101
"Okfuskee County, Oklahoma",38527.0,40,107
"Bryan County, Oklahoma",43245.0,40,013
"Harper County, Oklahoma",50114.0,40,059
"Kay County, Oklahoma",45426.0,40,071
"Craig County, Oklahoma",41701.0,40,035
"Tulsa County, Oklahoma",53902.0,40,143
"Canadian County, Oklahoma",71157.0,40,017
"Harmon County, Oklahoma",41607.0,40,057
"Pushmataha County, Oklahoma",37457.0,40,127
"Latimer County, Oklahoma",42363.0,40,077
"Osage County, Oklahoma",47789.0,40,113
"Texas County, Oklahoma",50450.0,40,139
"Garfield County, Oklahoma",51332.0,40,047
"Johnston County, Oklahoma",40077.0,40,069
"Pittsburg County, Oklahoma",45346.0,40,121
"Roger Mills County, Oklahoma",47667.0,40,129
"Woodward County, Oklahoma",58706.0,40,153
"Cherokee County, Oklahoma",40936.0,40,021
"Delaware County, Oklahoma",39742.0,40,041
"Ellis County, Oklahoma",52705.0,40,045
"Grady County, Oklahoma",58177.0,40,051
"Payne County, Oklahoma",40944.0,40,119
"Pottawatomie County, Oklahoma",47683.0,40,125
"Creek County, Oklahoma",49578.0,40,037
"Tillman County, Oklahoma",40462.0,40,141
"Washita County, Oklahoma",52510.0,40,149
"Cotton County, Oklahoma",51623.0,40,033
"Kiowa County, Oklahoma",38209.0,40,075
"Le Flore County, Oklahoma",39769.0,40,079
"McCurtain County, Oklahoma",35829.0,40,089
"Major County, Oklahoma",54118.0,40,093
"Mayes County, Oklahoma",48853.0,40,097
"Oklahoma County, Oklahoma",52855.0,40,109
"Custer County, Oklahoma",48884.0,40,039
"Beaver County, Oklahoma",51996.0,40,007
"Love County, Oklahoma",52007.0,40,085
"Beckham County, Oklahoma",48725.0,40,009
"Choctaw County, Oklahoma",32129.0,40,023
"Jackson County, Oklahoma",45757.0,40,065
"Lincoln County, Oklahoma",49362.0,40,081
"Marion County, Oregon",56097.0,41,047
"Jackson County, Oregon",50851.0,41,029
"Grant County, Oregon",45357.0,41,023
"Jefferson County, Oregon",50339.0,41,031
"Clackamas County, Oregon",76597.0,41,005
"Linn County, Oregon",52097.0,41,043
"Tillamook County, Oregon",47500.0,41,057
"Baker County, Oregon",43921.0,41,001
"Josephine County, Oregon",43046.0,41,033
"Umatilla County, Oregon",51887.0,41,059
"Lincoln County, Oregon",46061.0,41,041
"Columbia County, Oregon",59714.0,41,009
"Sherman County, Oregon",48056.0,41,055
"Wasco County, Oregon",50973.0,41,065
"Lane County, Oregon",49958.0,41,039
"Malheur County, Oregon",42478.0,41,045
"Washington County, Oregon",78010.0,41,067
"Morrow County, Oregon",55440.0,41,049
"Clatsop County, Oregon",52583.0,41,007
"Curry County, Oregon",46396.0,41,015
"Gilliam County, Oregon",42976.0,41,021
"Lake County, Oregon",36627.0,41,037
"Union County, Oregon",48617.0,41,061
"Delaware County, Pennsylvania",71539.0,42,045
"Union County, Pennsylvania",56026.0,42,119
"Wayne County, Pennsylvania",54851.0,42,127
"Dauphin County, Pennsylvania",58916.0,42,043
"Westmoreland County, Pennsylvania",58866.0,42,129
"Forest County, Pennsylvania",38383.0,42,053
"Monroe County, Pennsylvania",63931.0,42,089
"Philadelphia County, Pennsylvania",43744.0,42,101
"Blair County, Pennsylvania",47969.0,42,013
"Cambria County, Pennsylvania",45901.0,42,021
"Berks County, Pennsylvania",61522.0,42,011
"Huntingdon County, Pennsylvania",48597.0,42,061
"Lawrence County, Pennsylvania",48860.0,42,073
"Mifflin County, Pennsylvania",47526.0,42,087
"Cumberland County, Pennsylvania",68895.0,42,041
"Allegheny County, Pennsylvania",58383.0,42,003
"Snyder County, Pennsylvania",57638.0,42,109
"Susquehanna County, Pennsylvania",53059.0,42,115
"Crawford County, Pennsylvania",49144.0,42,039
"Erie County, Pennsylvania",49716.0,42,049
"Fulton County, Pennsylvania",51259.0,42,057
"Juniata County, Pennsylvania",52765.0,42,067
"Schuylkill County, Pennsylvania",49190.0,42,107
"Wyoming County, Pennsylvania",59308.0,42,131
"Adams County, Pennsylvania",64507.0,42,001
"Armstrong County, Pennsylvania",49032.0,42,005
"Clinton County, Pennsylvania",49234.0,42,035
"Carbon County, Pennsylvania",53624.0,42,025
"Centre County, Pennsylvania",58055.0,42,027
"Northumberland County, Pennsylvania",47063.0,42,097
"Northampton County, Pennsylvania",67565.0,42,095
"Cameron County, Pennsylvania",41485.0,42,023
"Venango County, Pennsylvania",47982.0,42,121
"Beaver County, Pennsylvania",55828.0,42,007
"Bucks County, Pennsylvania",86055.0,42,017
"Lackawanna County, Pennsylvania",50875.0,42,069
"McKean County, Pennsylvania",46953.0,42,083
"Fayette County, Pennsylvania",44476.0,42,051
"Montgomery County, Pennsylvania",88166.0,42,091
"Greene County, Pennsylvania",54121.0,42,059
"Lebanon County, Pennsylvania",59114.0,42,075
"Luzerne County, Pennsylvania",51646.0,42,079
"Montour County, Pennsylvania",57183.0,42,093
"Columbia County, Pennsylvania",49889.0,42,037
"Butler County, Pennsylvania",68472.0,42,019
"Jefferson County, Pennsylvania",46818.0,42,065
"Lancaster County, Pennsylvania",63823.0,42,071
"Perry County, Pennsylvania",62266.0,42,099
"Potter County, Pennsylvania",42821.0,42,105
"Tioga County, Pennsylvania",50667.0,42,117
"Providence County, Rhode Island",55233.0,44,007
"Bristol County, Rhode Island",75578.0,44,001
"Newport County, Rhode Island",77237.0,44,005
"Aiken County, South Carolina",50036.0,45,003
"Newberry County, South Carolina",42765.0,45,071
"Edgefield County, South Carolina",49200.0,45,037
"Clarendon County, South Carolina",37525.0,45,027
"Colleton County, South Carolina",36276.0,45,029
"Sumter County, South Carolina",43792.0,45,085
"Lexington County, South Carolina",59593.0,45,063
"Barnwell County, South Carolina",36566.0,45,011
"York County, South Carolina",62431.0,45,091
"Berkeley County, South Carolina",59995.0,45,015
"Darlington County, South Carolina",36254.0,45,031
"Georgetown County, South Carolina",48071.0,45,043
"Anderson County, South Carolina",47906.0,45,007
"Chesterfield County, South Carolina",40033.0,45,025
"Greenwood County, South Carolina",40982.0,45,047
"Horry County, South Carolina",48279.0,45,051
"Kershaw County, South Carolina",49392.0,45,055
"Orangeburg County, South Carolina",36188.0,45,075
"Abbeville County, South Carolina",36685.0,45,001
"Bamberg County, South Carolina",32229.0,45,009
"Calhoun County, South Carolina",44534.0,45,017
"Dillon County, South Carolina",29362.0,45,033
"Richland County, South Carolina",53922.0,45,079
"Fairfield County, South Carolina",36294.0,45,039
"Hampton County, South Carolina",32453.0,45,049
"Greenville County, South Carolina",56789.0,45,045
"Lancaster County, South Carolina",55223.0,45,057
"Dorchester County, South Carolina",61698.0,45,035
"Florence County, South Carolina",45479.0,45,041
"Laurens County, South Carolina",41578.0,45,059
"McCormick County, South Carolina",42262.0,45,065
"Pickens County, South Carolina",47024.0,45,077
"Union County, South Carolina",40120.0,45,087
"Williamsburg County, South Carolina",32351.0,45,089
"Aurora County, South Dakota",59293.0,46,003
"Grant County, South Dakota",62532.0,46,051
"Tripp County, South Dakota",51027.0,46,123
"Jackson County, South Dakota",33438.0,46,071
"Minnehaha County, South Dakota",60028.0,46,099
"Custer County, South Dakota",55472.0,46,033
"Hyde County, South Dakota",54891.0,46,069
"Clark County, South Dakota",47798.0,46,025
"Faulk County, South Dakota",53889.0,46,049
"Kingsbury County, South Dakota",59375.0,46,077
"Walworth County, South Dakota",52123.0,46,129
"Clay County, South Dakota",43189.0,46,027
"Day County, South Dakota",44145.0,46,037
"Douglas County, South Dakota",57419.0,46,043
